epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,6664.76,1.31572,2.22271,1.06798,0.70446,0.30574,0.3632,0.25347,1.22555,1.93163,1.03602,5.09502e-05,5.09502e-05,5.09502e-05
35,6863.07,1.30879,2.26799,1.06344,0.76173,0.29694,0.36736,0.25926,1.1975,1.89228,1.02958,4.80396e-05,4.80396e-05,4.80396e-05
36,7061.13,1.31499,2.20006,1.06037,0.65956,0.32336,0.37533,0.26625,1.19841,1.89894,1.02483,4.5129e-05,4.5129e-05,4.5129e-05
37,7266.97,1.30628,2.17942,1.04831,0.69873,0.3216,0.38232,0.26987,1.18744,1.88475,1.0203,4.22184e-05,4.22184e-05,4.22184e-05
38,7466.33,1.32689,2.21295,1.06229,0.75068,0.31996,0.3929,0.27679,1.19292,1.84763,1.02088,3.93078e-05,3.93078e-05,3.93078e-05
39,7667.1,1.31545,2.17169,1.05734,0.77766,0.32387,0.39249,0.27333,1.19638,1.82755,1.02361,3.63972e-05,3.63972e-05,3.63972e-05
40,7866.56,1.29051,2.0935,1.04649,0.73669,0.3362,0.39558,0.27693,1.18424,1.82434,1.01976,3.34866e-05,3.34866e-05,3.34866e-05
41,8060.09,1.24656,2.08564,1.06129,0.70582,0.32179,0.39748,0.28184,1.19124,1.86223,1.01753,3.0576e-05,3.0576e-05,3.0576e-05
42,8259.1,1.26398,2.12626,1.05501,0.64017,0.33917,0.39393,0.27809,1.19758,1.89068,1.01652,2.76654e-05,2.76654e-05,2.76654e-05
43,8453.03,1.25808,2.04331,1.06419,0.65694,0.34429,0.39798,0.28192,1.18787,1.83141,1.01919,2.47548e-05,2.47548e-05,2.47548e-05
44,8647.78,1.24577,2.00134,1.06213,0.7468,0.33147,0.41051,0.29055,1.18659,1.7853,1.02453,2.18442e-05,2.18442e-05,2.18442e-05
45,8845.37,1.2468,2.01195,1.06666,0.72047,0.33724,0.40633,0.28638,1.18607,1.78207,1.02375,1.89336e-05,1.89336e-05,1.89336e-05
46,9052.37,1.24499,1.99103,1.05769,0.72991,0.33792,0.41121,0.29054,1.17674,1.77067,1.02054,1.6023e-05,1.6023e-05,1.6023e-05
47,9250.25,1.23138,1.95436,1.06013,0.74196,0.33691,0.41415,0.29211,1.1746,1.76066,1.01857,1.31124e-05,1.31124e-05,1.31124e-05
48,9454.76,1.23713,1.93815,1.04647,0.72211,0.34172,0.4168,0.2948,1.17578,1.75089,1.01838,1.02018e-05,1.02018e-05,1.02018e-05
49,9648.31,1.2447,1.99467,1.04977,0.71807,0.34709,0.41787,0.29604,1.17406,1.74774,1.01749,7.2912e-06,7.2912e-06,7.2912e-06
50,9854.44,1.23768,1.92523,1.05627,0.74128,0.34635,0.41898,0.29648,1.17218,1.74378,1.01749,4.3806e-06,4.3806e-06,4.3806e-06
