epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,13689.9,0.78993,1.10235,0.92842,0.74232,0.3901,0.49771,0.39541,0.68395,0.99598,0.90874,8.29668e-05,8.29668e-05,8.29668e-05
24,14316.4,0.79502,1.10339,0.92575,0.6553,0.44909,0.48828,0.38729,0.6907,1.04241,0.91193,8.00562e-05,8.00562e-05,8.00562e-05
25,14969.6,0.79272,1.09449,0.92286,0.6866,0.42838,0.47513,0.3818,0.68152,0.99515,0.90765,7.71456e-05,7.71456e-05,7.71456e-05
26,15615.8,0.77778,1.06304,0.92421,0.68996,0.42478,0.49861,0.39443,0.6821,0.99579,0.902,7.4235e-05,7.4235e-05,7.4235e-05
27,16247.8,0.76864,1.04486,0.92199,0.71118,0.40649,0.49258,0.39161,0.68491,0.98621,0.90555,7.13244e-05,7.13244e-05,7.13244e-05
28,16912.3,0.76054,1.02077,0.9146,0.60461,0.45365,0.50126,0.39943,0.67819,0.98348,0.90602,6.84138e-05,6.84138e-05,6.84138e-05
29,17559.2,0.79413,1.05069,0.92635,0.66822,0.41667,0.50943,0.40473,0.67913,0.95116,0.90779,6.55032e-05,6.55032e-05,6.55032e-05
30,18247.7,0.75908,1.01875,0.92003,0.67045,0.41944,0.50558,0.40362,0.67671,0.93836,0.90432,6.25926e-05,6.25926e-05,6.25926e-05
31,18905.6,0.7763,1.02013,0.91881,0.73453,0.4065,0.49772,0.40031,0.67509,0.9325,0.90491,5.9682e-05,5.9682e-05,5.9682e-05
32,19587.9,0.78205,1.02877,0.91782,0.72313,0.4378,0.50496,0.40238,0.67702,0.9279,0.90513,5.67714e-05,5.67714e-05,5.67714e-05
33,20265.1,0.76255,1.00459,0.91635,0.69043,0.42142,0.51468,0.41132,0.6771,0.93395,0.90521,5.38608e-05,5.38608e-05,5.38608e-05
34,20953.1,0.76809,0.99909,0.91485,0.64804,0.48114,0.52629,0.4166,0.68098,0.91421,0.90542,5.09502e-05,5.09502e-05,5.09502e-05
35,21643.5,0.77531,1.02034,0.92238,0.65712,0.49944,0.5414,0.43123,0.67317,0.91808,0.90574,4.80396e-05,4.80396e-05,4.80396e-05
36,22344,0.75043,0.95936,0.91858,0.65011,0.49585,0.53827,0.4282,0.68477,0.90122,0.90576,4.5129e-05,4.5129e-05,4.5129e-05
37,23074.4,0.76006,0.98939,0.91465,0.73017,0.4234,0.53538,0.42567,0.67857,0.89801,0.90527,4.22184e-05,4.22184e-05,4.22184e-05
38,23753.2,0.74998,0.95519,0.91519,0.67597,0.48943,0.53892,0.42755,0.6709,0.90098,0.90325,3.93078e-05,3.93078e-05,3.93078e-05
39,24482.1,0.75371,0.96533,0.91378,0.65034,0.49162,0.53849,0.4285,0.67024,0.88097,0.90307,3.63972e-05,3.63972e-05,3.63972e-05
40,25196.8,0.76562,0.99478,0.92026,0.68439,0.45284,0.53229,0.42492,0.66726,0.89998,0.89951,3.34866e-05,3.34866e-05,3.34866e-05
41,25835.5,0.69969,0.90123,0.89416,0.6858,0.43396,0.51998,0.41665,0.6725,0.90626,0.90177,3.0576e-05,3.0576e-05,3.0576e-05
42,26474.2,0.6986,0.88174,0.89883,0.68056,0.44298,0.52029,0.41848,0.66883,0.90247,0.90177,2.76654e-05,2.76654e-05,2.76654e-05
43,27108.1,0.6968,0.86868,0.89289,0.59252,0.48515,0.51678,0.41688,0.66576,0.8818,0.90067,2.47548e-05,2.47548e-05,2.47548e-05
44,27710.1,0.69866,0.87179,0.89782,0.59795,0.47714,0.51551,0.41394,0.6652,0.87794,0.90085,2.18442e-05,2.18442e-05,2.18442e-05
45,28290.5,0.69679,0.8576,0.89892,0.58445,0.50025,0.52092,0.41866,0.66817,0.88517,0.90062,1.89336e-05,1.89336e-05,1.89336e-05
46,28982.2,0.68792,0.85479,0.89536,0.58017,0.50062,0.52261,0.42201,0.66035,0.88022,0.89978,1.6023e-05,1.6023e-05,1.6023e-05
47,29599.6,0.68963,0.85382,0.89645,0.56343,0.52463,0.52481,0.42483,0.65763,0.86895,0.90003,1.31124e-05,1.31124e-05,1.31124e-05
48,30252.7,0.68279,0.84135,0.89271,0.5711,0.50556,0.52708,0.42374,0.65963,0.86484,0.90072,1.02018e-05,1.02018e-05,1.02018e-05
49,30958.9,0.68627,0.83548,0.89318,0.59178,0.50039,0.52899,0.4258,0.65955,0.86308,0.90036,7.2912e-06,7.2912e-06,7.2912e-06
50,31548,0.68764,0.83872,0.89937,0.56679,0.50023,0.52957,0.42732,0.65732,0.86059,0.90035,4.3806e-06,4.3806e-06,4.3806e-06
