epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,25840,0.79854,1.27182,0.91613,0.69723,0.58909,0.64578,0.54357,0.65683,1.05877,0.89101,9.48176e-05,9.48176e-05,9.48176e-05
21,26850.6,0.78409,1.24157,0.90796,0.70805,0.58464,0.64329,0.53942,0.65657,1.01946,0.88764,9.1808e-05,9.1808e-05,9.1808e-05
22,27912.6,0.79378,1.23718,0.91144,0.80493,0.54056,0.6562,0.55036,0.65693,1.0145,0.88607,8.87984e-05,8.87984e-05,8.87984e-05
23,28963.2,0.80013,1.20495,0.91308,0.81196,0.54577,0.66101,0.55768,0.64909,1.01282,0.88715,8.57888e-05,8.57888e-05,8.57888e-05
24,30043.8,0.77403,1.18026,0.91021,0.72922,0.58556,0.65867,0.556,0.6499,1.01954,0.88834,8.27792e-05,8.27792e-05,8.27792e-05
25,31112.7,0.78175,1.17076,0.90793,0.74109,0.62229,0.6697,0.56654,0.64207,0.96043,0.88523,7.97696e-05,7.97696e-05,7.97696e-05
26,32189.1,0.7762,1.14226,0.90585,0.71767,0.62075,0.68165,0.57642,0.64122,0.95848,0.88208,7.676e-05,7.676e-05,7.676e-05
27,33313.2,0.76918,1.13174,0.90742,0.67052,0.64535,0.68109,0.57228,0.64876,0.95435,0.8849,7.37504e-05,7.37504e-05,7.37504e-05
28,34402.4,0.78469,1.13068,0.91005,0.71632,0.60323,0.68072,0.57805,0.64425,0.95335,0.88104,7.07408e-05,7.07408e-05,7.07408e-05
29,35531.8,0.77328,1.11818,0.90695,0.78043,0.59703,0.68092,0.57372,0.63771,0.93098,0.88351,6.77312e-05,6.77312e-05,6.77312e-05
30,36675.4,0.7637,1.08782,0.90612,0.76581,0.611,0.69104,0.58324,0.64211,0.92219,0.88308,6.47216e-05,6.47216e-05,6.47216e-05
31,37818,0.76238,1.09065,0.90528,0.73545,0.60959,0.69122,0.58588,0.64193,0.92096,0.88281,6.1712e-05,6.1712e-05,6.1712e-05
32,39132.3,0.77203,1.09505,0.90587,0.78908,0.60373,0.69698,0.58873,0.63575,0.9136,0.88241,5.87024e-05,5.87024e-05,5.87024e-05
33,40444.2,0.76516,1.08422,0.90181,0.69568,0.64708,0.70056,0.59209,0.63556,0.89427,0.87957,5.56928e-05,5.56928e-05,5.56928e-05
34,41755.2,0.74986,1.05638,0.9042,0.77237,0.62566,0.70168,0.59135,0.63383,0.89537,0.88306,5.26832e-05,5.26832e-05,5.26832e-05
35,43123.4,0.77076,1.08425,0.90518,0.78593,0.61621,0.70409,0.59285,0.64042,0.88967,0.88376,4.96736e-05,4.96736e-05,4.96736e-05
36,44558.3,0.75218,1.02637,0.90494,0.75497,0.6334,0.70534,0.59673,0.62876,0.88566,0.87997,4.6664e-05,4.6664e-05,4.6664e-05
37,46010.7,0.7552,1.04661,0.90364,0.7887,0.63128,0.70634,0.59547,0.63308,0.8644,0.88194,4.36544e-05,4.36544e-05,4.36544e-05
38,47689.3,0.75804,1.03261,0.90348,0.76882,0.64325,0.70437,0.59681,0.62754,0.85366,0.88034,4.06448e-05,4.06448e-05,4.06448e-05
39,49050.3,0.75164,1.01244,0.90129,0.78899,0.61144,0.70612,0.5968,0.63114,0.86773,0.88008,3.76352e-05,3.76352e-05,3.76352e-05
40,50370.9,0.75602,1.02866,0.90154,0.74639,0.64765,0.71206,0.60018,0.63484,0.8595,0.88059,3.46256e-05,3.46256e-05,3.46256e-05
41,51737,0.70847,0.93625,0.89322,0.74266,0.63774,0.70432,0.59298,0.63068,0.8609,0.8832,3.1616e-05,3.1616e-05,3.1616e-05
42,53063.2,0.69602,0.91371,0.88952,0.78813,0.62427,0.70778,0.5964,0.63086,0.8538,0.88379,2.86064e-05,2.86064e-05,2.86064e-05
43,54394,0.69572,0.90676,0.89521,0.74641,0.6501,0.71535,0.60377,0.62582,0.84314,0.88464,2.55968e-05,2.55968e-05,2.55968e-05
44,55841.2,0.70937,0.90133,0.89582,0.75185,0.63969,0.71264,0.6022,0.62672,0.83938,0.88223,2.25872e-05,2.25872e-05,2.25872e-05
45,57561.6,0.6937,0.89629,0.88889,0.76425,0.62868,0.70983,0.60418,0.62395,0.83675,0.88197,1.95776e-05,1.95776e-05,1.95776e-05
46,59445.2,0.68902,0.87695,0.88894,0.7679,0.62952,0.71286,0.60361,0.62274,0.84229,0.88091,1.6568e-05,1.6568e-05,1.6568e-05
47,60907.5,0.68949,0.88094,0.88845,0.77103,0.62216,0.71351,0.60578,0.62325,0.83179,0.88242,1.35584e-05,1.35584e-05,1.35584e-05
48,62191.1,0.69176,0.8803,0.8892,0.77384,0.62071,0.7125,0.60621,0.62182,0.83349,0.88154,1.05488e-05,1.05488e-05,1.05488e-05
49,63285,0.69886,0.88607,0.89315,0.77606,0.62621,0.71409,0.60691,0.62204,0.82888,0.88098,7.5392e-06,7.5392e-06,7.5392e-06
50,64292.2,0.68323,0.86518,0.88628,0.80308,0.61842,0.71479,0.60798,0.62054,0.8246,0.88097,4.5296e-06,4.5296e-06,4.5296e-06
